"Data","Ultimo","Apertura","Massimo","Minimo","Vol.","Var. %"
"01.09.2020","19.595,02","19.776,36","19.870,67","19.434,74","429,28M","-0,20%"
"31.08.2020","19.633,69","19.971,94","20.081,25","19.616,32","411,64M","-1,04%"
"28.08.2020","19.841,01","19.952,98","19.991,56","19.686,90","475,74M","-0,03%"
"27.08.2020","19.847,38","20.130,92","20.133,30","19.847,38","479,17M","-1,44%"
"26.08.2020","20.137,29","19.971,03","20.137,29","19.928,45","336,05M","0,54%"
"25.08.2020","20.030,05","20.256,09","20.367,67","20.030,05","327,85M","-0,41%"
"24.08.2020","20.113,36","19.908,35","20.129,54","19.887,33","304,83M","2,12%"
"21.08.2020","19.695,43","19.846,30","19.868,10","19.480,35","300,53M","-0,36%"
"20.08.2020","19.766,96","19.826,91","19.921,00","19.718,90","264,92M","-1,44%"
"19.08.2020","20.055,40","19.832,56","20.055,40","19.734,23","221,32M","1,06%"
"18.08.2020","19.845,61","19.845,20","20.159,23","19.722,58","255,47M","-0,52%"
"17.08.2020","19.950,32","20.100,73","20.123,28","19.852,56","246,14M","-0,39%"
"14.08.2020","20.028,11","20.159,07","20.185,11","19.821,07","296,29M","-1,13%"
"13.08.2020","20.257,31","20.383,46","20.471,63","20.257,31","314,36M","-0,88%"
"12.08.2020","20.437,36","20.172,42","20.463,34","20.150,65","372,88M","1,13%"
"11.08.2020","20.209,11","19.850,25","20.293,75","19.850,25","486,63M","2,84%"
"10.08.2020","19.651,57","19.569,97","19.668,04","19.454,47","251,84M","0,69%"
"07.08.2020","19.516,43","19.428,54","19.564,35","19.251,02","349,80M","0,21%"
"06.08.2020","19.475,15","19.701,73","19.834,21","19.352,60","642,42M","-1,34%"
"05.08.2020","19.740,20","19.766,17","19.896,27","19.641,76","544,15M","0,64%"
"04.08.2020","19.613,95","19.531,56","19.657,60","19.377,42","566,87M","1,21%"
"03.08.2020","19.379,79","19.136,52","19.402,21","18.948,81","411,20M","1,51%"
"31.07.2020","19.091,93","19.341,53","19.532,11","19.085,76","454,76M","-0,71%"
"30.07.2020","19.228,47","19.926,10","19.975,86","19.116,07","545,92M","-3,28%"
"29.07.2020","19.880,57","19.895,43","19.973,32","19.719,02","359,28M","-0,11%"
"28.07.2020","19.902,63","20.021,68","20.119,58","19.698,17","335,49M","-0,59%"
"27.07.2020","20.019,96","20.034,40","20.162,78","19.913,62","358,18M","-0,28%"
"24.07.2020","20.075,27","20.154,76","20.240,52","19.960,19","378,52M","-1,85%"
"23.07.2020","20.454,46","20.664,33","20.689,40","20.362,93","372,19M","-0,70%"
"22.07.2020","20.598,78","20.689,19","20.797,06","20.508,51","400,28M","-0,60%"
"21.07.2020","20.723,42","20.898,52","21.133,43","20.703,08","642,36M","0,49%"
"20.07.2020","20.621,48","20.326,67","20.679,10","20.217,49","448,61M","0,99%"
"17.07.2020","20.419,39","20.414,23","20.427,04","20.264,33","399,02M","0,31%"
"16.07.2020","20.356,09","20.207,49","20.388,71","20.178,80","483,03M","0,37%"
"15.07.2020","20.281,38","20.045,69","20.361,49","19.982,04","507,29M","2,02%"
"14.07.2020","19.879,75","19.798,81","19.899,81","19.677,30","425,48M","-0,62%"
"13.07.2020","20.003,25","20.062,56","20.067,04","19.734,94","449,15M","1,19%"
"10.07.2020","19.767,60","19.394,75","19.770,35","19.394,75","299,12M","1,34%"
"09.07.2020","19.505,95","19.993,36","20.007,82","19.502,46","324,86M","-1,98%"
"08.07.2020","19.899,53","19.913,51","20.101,18","19.847,52","327,08M","-0,57%"
"07.07.2020","20.012,68","19.938,22","20.065,54","19.845,04","352,02M","-0,10%"
"06.07.2020","20.031,86","20.120,83","20.222,71","19.928,44","443,63M","1,55%"
"03.07.2020","19.726,65","19.941,40","19.969,11","19.631,64","289,55M","-0,81%"
"02.07.2020","19.886,88","19.530,65","19.975,39","19.482,32","495,12M","2,88%"
"01.07.2020","19.330,88","19.452,48","19.454,85","19.013,37","361,83M","-0,23%"
"30.06.2020","19.375,52","19.517,46","19.540,46","19.223,47","414,87M","-0,37%"
"29.06.2020","19.447,02","19.159,05","19.541,33","19.112,59","358,19M","1,69%"
"26.06.2020","19.124,36","19.442,26","19.549,19","19.124,36","366,14M","-0,57%"
"25.06.2020","19.234,75","19.101,47","19.319,34","18.878,38","491,62M","0,37%"
"24.06.2020","19.162,98","19.777,69","19.906,60","19.162,98","511,78M","-3,42%"
"23.06.2020","19.841,58","19.625,82","19.884,73","19.551,20","523,46M","1,86%"
"22.06.2020","19.478,73","19.402,09","19.684,77","19.310,50","421,86M","-0,71%"
"19.06.2020","19.618,93","19.600,92","19.740,52","19.572,39","934,84M","0,68%"
"18.06.2020","19.485,76","19.561,53","19.815,26","19.332,04","495,71M","-0,51%"
"17.06.2020","19.585,89","19.670,11","19.876,12","19.487,39","575,17M","-0,20%"
"16.06.2020","19.625,63","19.383,34","19.874,47","19.296,50","786,19M","3,46%"
"15.06.2020","18.969,29","18.303,31","19.065,08","18.302,94","483,44M","0,43%"
"12.06.2020","18.888,16","18.573,29","19.168,70","18.553,47","610,20M","0,43%"
"11.06.2020","18.806,86","19.222,04","19.352,52","18.806,86","789,87M","-4,81%"
"10.06.2020","19.758,01","20.096,49","20.180,85","19.694,06","703,77M","-0,86%"
"09.06.2020","19.930,20","20.242,58","20.274,19","19.678,08","779,96M","-1,49%"
"08.06.2020","20.231,38","20.133,08","20.399,38","20.050,13","773,23M","0,22%"
"05.06.2020","20.187,51","19.904,32","20.198,07","19.868,87","925,09M","2,82%"
"04.06.2020","19.634,03","19.519,67","19.848,62","19.391,33","814,39M","-0,04%"
"03.06.2020","19.641,81","19.204,21","19.641,81","19.171,43","828,03M","3,54%"
"02.06.2020","18.971,09","18.676,21","19.052,57","18.568,78","612,51M","2,42%"
"01.06.2020","18.523,71","18.437,40","18.531,29","18.236,52","459,20M","1,79%"
"29.05.2020","18.197,56","18.192,98","18.390,61","18.149,31","731,19M","-0,84%"
"28.05.2020","18.351,16","18.081,30","18.414,02","18.045,83","616,90M","2,46%"
"27.05.2020","17.910,25","17.861,11","18.227,99","17.736,86","796,36M","0,28%"
"26.05.2020","17.860,46","17.796,20","17.893,95","17.696,99","565,68M","1,50%"
"25.05.2020","17.595,90","17.450,93","17.595,90","17.304,44","275,24M","1,61%"
"22.05.2020","17.316,29","16.905,27","17.385,79","16.820,05","488,72M","1,34%"
"21.05.2020","17.087,06","16.986,60","17.283,74","16.950,47","468,26M","-0,73%"
"20.05.2020","17.213,11","16.989,95","17.248,06","16.674,31","802,30M","1,05%"
"19.05.2020","17.034,54","17.578,93","17.612,89","16.929,09","837,12M","-2,11%"
"18.05.2020","17.401,45","16.998,15","17.446,38","16.953,43","409,93M","3,26%"
"15.05.2020","16.852,35","17.054,58","17.124,40","16.792,28","350,47M","-0,09%"
"14.05.2020","16.867,76","17.065,77","17.177,43","16.551,28","435,99M","-1,84%"
"13.05.2020","17.183,44","17.353,51","17.426,98","17.183,44","370,54M","-2,14%"
"12.05.2020","17.559,32","17.394,25","17.601,87","17.394,25","323,34M","1,02%"
"11.05.2020","17.381,36","17.602,38","17.678,47","17.307,11","279,81M","-0,33%"
"08.05.2020","17.439,30","17.416,29","17.461,62","17.254,41","242,32M","1,13%"
"07.05.2020","17.245,04","17.255,87","17.362,61","17.093,81","360,98M","0,50%"
"06.05.2020","17.159,31","17.368,27","17.500,04","17.145,54","330,05M","-1,31%"
"05.05.2020","17.387,38","17.288,82","17.389,78","17.082,28","413,82M","2,06%"
"04.05.2020","17.035,61","17.156,75","17.344,68","17.035,61","430,63M","-3,70%"
"30.04.2020","17.690,49","18.209,12","18.302,85","17.654,66","597,32M","-2,09%"
"29.04.2020","18.067,29","17.615,96","18.075,65","17.608,52","477,98M","2,21%"
"28.04.2020","17.677,15","17.428,00","17.940,84","17.413,00","496,79M","1,71%"
"27.04.2020","17.380,21","17.313,48","17.380,21","17.163,85","307,77M","3,09%"
"24.04.2020","16.858,89","16.640,17","17.155,11","16.640,17","349,28M","-0,89%"
"23.04.2020","17.011,11","16.925,36","17.145,44","16.778,15","392,98M","1,47%"
"22.04.2020","16.765,28","16.615,00","16.770,44","16.555,34","347,50M","1,91%"
"21.04.2020","16.450,85","16.811,87","16.934,52","16.450,85","401,99M","-3,59%"
"20.04.2020","17.064,14","17.144,35","17.155,39","16.785,73","339,57M","0,05%"
"17.04.2020","17.055,47","17.152,83","17.307,65","16.963,93","469,22M","1,71%"
"16.04.2020","16.768,14","17.003,45","17.160,91","16.729,63","453,15M","0,29%"
"15.04.2020","16.719,07","17.454,94","17.543,27","16.719,07","536,65M","-4,78%"
"14.04.2020","17.558,43","17.821,88","17.831,01","17.507,07","443,87M","-0,36%"
"09.04.2020","17.621,62","17.685,56","17.756,01","17.360,48","553,98M","1,39%"
"08.04.2020","17.380,82","17.212,38","17.405,79","17.196,03","476,31M","-0,18%"
"07.04.2020","17.411,72","17.587,81","17.887,12","17.177,73","679,85M","2,19%"
"06.04.2020","17.039,31","16.769,13","17.053,91","16.764,81","528,13M","4,00%"
"03.04.2020","16.384,35","16.742,07","16.791,08","16.384,35","547,57M","-2,67%"
"02.04.2020","16.834,03","16.660,09","16.878,30","16.413,72","580,52M","1,75%"
"01.04.2020","16.544,97","16.600,06","16.845,15","16.500,42","515,03M","-2,97%"
"31.03.2020","17.050,94","17.096,96","17.292,15","16.694,89","698,06M","1,06%"
"30.03.2020","16.872,41","16.855,94","16.925,07","16.312,90","551,31M","0,30%"
"27.03.2020","16.822,59","17.039,45","17.283,44","16.666,74","590,90M","-3,15%"
"26.03.2020","17.369,38","16.876,51","17.369,38","16.834,79","712,23M","0,73%"
"25.03.2020","17.243,68","17.246,83","17.830,36","16.581,76","906,28M","1,74%"
"24.03.2020","16.948,60","15.977,53","16.948,60","15.969,74","847,37M","8,93%"
"23.03.2020","15.559,80","15.318,26","15.788,70","15.091,98","768,02M","-1,09%"
"20.03.2020","15.731,85","15.772,98","16.180,17","15.616,90","1,22B","1,71%"
"19.03.2020","15.466,97","15.417,20","15.844,08","15.038,08","1,02B","2,29%"
"18.03.2020","15.120,48","14.985,81","15.438,23","14.791,72","796,19M","-1,27%"
"17.03.2020","15.314,77","15.420,49","15.809,66","14.695,72","1,04B","2,23%"
"16.03.2020","14.980,34","15.697,47","15.699,27","14.153,09","1,22B","-6,10%"
"13.03.2020","15.954,29","15.108,11","17.545,44","15.106,60","1,27B","7,12%"
"12.03.2020","14.894,44","17.654,04","17.659,86","14.894,44","1,54B","-16,92%"
"11.03.2020","17.928,64","18.171,76","18.410,29","17.674,69","916,16M","0,33%"
"10.03.2020","17.870,18","18.653,90","19.174,77","17.771,88","1,10B","-3,28%"
"09.03.2020","18.475,91","20.780,87","20.780,87","18.346,40","1,27B","-11,17%"
"06.03.2020","20.799,89","20.986,89","21.151,36","20.624,42","864,92M","-3,50%"
"05.03.2020","21.554,88","22.011,67","22.034,94","21.362,09","772,85M","-1,78%"
"04.03.2020","21.946,03","21.739,80","22.204,01","21.499,93","724,37M","0,91%"
"03.03.2020","21.748,20","22.116,28","22.340,46","21.651,36","799,97M","0,43%"
"02.03.2020","21.655,09","22.333,17","22.361,13","21.118,83","924,41M","-1,50%"
"28.02.2020","21.984,21","22.058,99","22.334,72","21.697,94","1,05B","-3,58%"
"27.02.2020","22.799,37","22.968,63","23.077,82","22.479,60","781,15M","-2,66%"
"26.02.2020","23.422,54","22.961,01","23.599,85","22.637,93","737,76M","1,44%"
"25.02.2020","23.090,44","23.585,59","23.630,43","23.046,19","664,95M","-1,44%"
"24.02.2020","23.427,19","23.918,60","24.005,21","23.255,26","977,13M","-5,43%"
"21.02.2020","24.773,15","24.979,32","25.129,98","24.670,24","638,71M","-1,22%"
"20.02.2020","25.080,16","25.414,77","25.419,96","25.080,16","445,15M","-1,56%"
"19.02.2020","25.477,55","25.352,69","25.483,05","25.271,72","464,70M","1,01%"
"18.02.2020","25.223,51","24.985,71","25.389,46","24.969,75","737,04M","0,41%"
"17.02.2020","25.120,54","24.961,76","25.120,54","24.903,00","315,46M","1,02%"
"14.02.2020","24.867,01","24.942,10","24.983,12","24.831,96","341,38M","-0,10%"
"13.02.2020","24.892,15","24.769,05","24.892,15","24.588,46","526,07M","0,12%"
"12.02.2020","24.861,28","24.738,21","24.901,59","24.734,87","462,48M","0,70%"
"11.02.2020","24.688,89","24.616,66","24.762,66","24.533,75","405,69M","0,74%"
"10.02.2020","24.507,70","24.437,06","24.585,13","24.388,88","297,20M","0,12%"
"07.02.2020","24.478,32","24.465,18","24.523,42","24.371,83","411,44M","-0,05%"
"06.02.2020","24.490,35","24.347,99","24.513,81","24.338,09","531,89M","1,05%"
"05.02.2020","24.236,63","23.815,72","24.270,46","23.745,98","564,24M","1,64%"
"04.02.2020","23.844,85","23.572,77","23.900,76","23.542,06","479,89M","1,64%"
"03.02.2020","23.460,01","23.297,09","23.466,34","23.218,72","363,18M","0,96%"
"31.01.2020","23.237,03","23.863,15","23.873,05","23.207,90","557,66M","-2,29%"
"30.01.2020","23.781,10","23.892,30","23.982,66","23.687,64","454,73M","-1,59%"
"29.01.2020","24.164,73","24.052,97","24.197,66","23.969,03","356,52M","0,57%"
"28.01.2020","24.027,63","23.544,56","24.027,63","23.429,19","428,29M","2,61%"
"27.01.2020","23.416,13","23.713,12","23.977,56","23.384,04","506,93M","-2,31%"
"24.01.2020","23.969,13","23.848,46","24.083,13","23.848,46","368,59M","1,11%"
"23.01.2020","23.707,05","23.716,43","23.901,15","23.611,20","379,43M","0,00%"
"22.01.2020","23.706,29","23.887,83","23.906,79","23.680,40","424,39M","-0,58%"
"21.01.2020","23.845,28","23.858,03","23.860,16","23.645,30","332,90M","-0,65%"
"20.01.2020","24.002,45","24.032,65","24.084,94","23.973,43","218,20M","-0,57%"
"17.01.2020","24.141,07","24.042,60","24.168,66","24.010,86","319,93M","0,84%"
"16.01.2020","23.940,41","23.861,55","23.960,79","23.760,30","361,88M","0,74%"
"15.01.2020","23.763,86","23.902,76","23.931,80","23.719,45","341,18M","-0,69%"
"14.01.2020","23.928,21","23.931,94","23.947,97","23.706,43","350,71M","0,13%"
"13.01.2020","23.896,59","24.061,45","24.061,45","23.829,41","340,84M","-0,52%"
"10.01.2020","24.021,40","24.061,43","24.146,55","23.966,36","326,01M","0,02%"
"09.01.2020","24.016,70","23.979,65","24.078,29","23.963,51","430,64M","0,77%"
"08.01.2020","23.832,02","23.550,61","23.893,01","23.480,62","472,51M","0,46%"
"07.01.2020","23.723,38","23.688,25","23.793,67","23.635,90","306,34M","0,60%"
"06.01.2020","23.581,29","23.565,92","23.607,54","23.265,21","349,16M","-0,51%"
"03.01.2020","23.702,35","23.709,90","23.759,89","23.516,81","325,92M","-0,56%"
"02.01.2020","23.836,26","23.606,97","23.861,99","23.571,59","264,54M","1,40%"
